title,year,rating,movie_poster_str,movie_summary,user_rating_count,user_review_count,critic_review_count,movie_mpaa_rating,movie_runtime,movie_genres,movie_release_date,box_office_gross_domestic,box_office_gross_intl,url
Evil Dead II,1987,7.8,"https://m.media-amazon.com/images/M/MV5BMWY3ODZlOGMtNzJmOS00ZTNjLWI3ZWEtZTJhZTk5NDZjYWRjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,138939,578,283,R,84,"Comedy, Horror",13 March 1987 (USA),5923044,5923044,https://www.imdb.com/title/tt0092991/
Frailty,2001,7.2,"https://m.media-amazon.com/images/M/MV5BMTIxNTE2MTY1Ml5BMl5BanBnXkFtZTYwODYyMTc2._V1_UY268_CR0,0,182,268_AL_.jpg","A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to destroy people who were in fact ""demons.""",72425,491,186,R,100,"Crime, Drama, Thriller",12 April 2002 (USA),17423030,--,https://www.imdb.com/title/tt0264616/
Frankenstein,1931,7.8,"https://m.media-amazon.com/images/M/MV5BN2RjNjU4MmUtZWU5MS00MjdhLTkxM2MtYjBiM2FhYTE4OTQwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",An obsessed scientist assembles a living being from parts of exhumed corpses.,60210,552,160,Passed,70,"Drama, Horror, Sci-Fi",21 November 1931 (USA),--,--,https://www.imdb.com/title/tt0021884/
Frankenweenie,2012,6.9,"https://m.media-amazon.com/images/M/MV5BY2UwYWI3MTktM2MxNC00MjRhLTlkMWEtYTNjMjRkOTIwOTkyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.",91418,188,386,PG,87,"Animation, Comedy, Family",5 October 2012 (USA),81491068,--,https://www.imdb.com/title/tt1142977/
Freaks,1932,7.9,"https://m.media-amazon.com/images/M/MV5BMjMyYjgyOTQtZDVlZS00NTQ0LWJiNDItNGRlZmM3Yzc0N2Y0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg","A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",39282,271,148,Not Rated,64,"Drama, Horror",20 February 1932 (USA),--,--,https://www.imdb.com/title/tt0022913/
Friday the 13th,1980,6.5,"https://m.media-amazon.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp where, years before, it was the site of a child's drowning and a grisly double murder.",109464,711,197,R,95,"Horror, Mystery, Thriller",9 May 1980 (USA),39754601,--,https://www.imdb.com/title/tt0080761/
Fright Night,1985,7.1,"https://m.media-amazon.com/images/M/MV5BYTBlOTEzZjYtZTlmMC00OTYyLWIyMTAtNzMzZTRhNzU1YzAyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A teenager discovers that the newcomer in his neighborhood is a vampire, so he turns to an actor in a television horror show for help dealing with the undead.",55306,307,156,R,106,"Horror, Thriller",2 August 1985 (USA),24922237,--,https://www.imdb.com/title/tt0089175/
Fun Size,2012,5.4,"https://m.media-amazon.com/images/M/MV5BMjI1NDgyMjI4OV5BMl5BanBnXkFtZTcwNTg3MzM0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg","Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. With her best friend and two nerds at her side, she needs to find her brother before her mom finds out he's missing.",13137,37,76,PG-13,86,"Adventure, Comedy",26 October 2012 (USA),9409538,11417362,https://www.imdb.com/title/tt1663143/
Gerald's Game,2017,6.6,"https://m.media-amazon.com/images/M/MV5BMzg0NGE0N2MtYTg1My00NTBkLWI5NjEtZTgyMDA0MTU4MmIyXkEyXkFqcGdeQXVyMTU2NTcyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg","While trying to spice up their marriage in their remote lake house, Jessie must fight to survive when her husband dies unexpectedly, leaving her handcuffed to their bed frame.",72036,257,145,TV-MA,103,"Drama, Horror, Thriller",29 September 2017 (USA),--,--,https://www.imdb.com/title/tt3748172/
Get Out,2017,7.7,"https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_UX182_CR0,0,182,268_AL_.jpg","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",427719,1422,719,R,104,"Horror, Mystery, Thriller",24 February 2017 (USA),176040665,255413717,https://www.imdb.com/title/tt5052448/
Ghostbusters,1984,7.8,"https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Three former parapsychology professors set up shop as a unique ghost removal service.,331197,531,250,PG,105,"Action, Comedy, Fantasy",8 June 1984 (USA),242582079,295743767,https://www.imdb.com/title/tt0087332/
Goodnight Mommy,2014,6.7,"https://m.media-amazon.com/images/M/MV5BMjAyMDU2NjU4OF5BMl5BanBnXkFtZTgwNDg5ODc0NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","Twin boys move to a new home with their mother after she has face changing cosmetic surgery, but under her bandages is someone the children don't recognize.",37648,178,275,R,99,"Horror, Mystery, Thriller",11 September 2015 (USA),--,--,https://www.imdb.com/title/tt3086442/
Goosebumps,2015,6.3,"https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",74974,197,244,PG,103,"Adventure, Comedy, Family",16 October 2015 (USA),80080379,158260952,https://www.imdb.com/title/tt1051904/
Green Room,2015,7.0,"https://m.media-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,94824,283,422,R,95,"Horror, Music, Thriller",13 May 2016 (USA),3220371,3769214,https://www.imdb.com/title/tt4062536/
Gremlins,1984,7.3,"https://m.media-amazon.com/images/M/MV5BZDVjN2FkYTQtNTBlOC00MjM5LTgzMWEtZWRlNGUyYmNiOTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A boy inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,182245,290,226,PG,106,"Comedy, Fantasy, Horror",8 June 1984 (USA),153083102,153120458,https://www.imdb.com/title/tt0087363/
Halloween H20,1998,5.7,"https://m.media-amazon.com/images/M/MV5BNzA3ZjMzZWItNWUyNy00ZmNiLWIwYmYtN2UxNWUwMGY5Yzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg","Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.",62605,623,163,R,86,"Horror, Thriller",5 August 1998 (USA),55041738,55041738,https://www.imdb.com/title/tt0120694/
Halloween III,1982,4.9,"https://m.media-amazon.com/images/M/MV5BN2YzYjI0MWYtYWUyZS00ZDQ4LWEzN2EtMDU4NDJmNjA2ZWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Kids all over America want Silver Shamrock masks for Halloween. Doctor Daniel Challis seeks to uncover a plot by Silver Shamrock owner Conal Cochran.,40001,648,206,R,98,"Horror, Mystery, Sci-Fi",22 October 1982 (USA),14400000,14400000,https://www.imdb.com/title/tt0085636/
Hausu,1977,7.4,"https://m.media-amazon.com/images/M/MV5BZGI4OThmNmYtODU5My00MDFhLThhMGQtYWI4ZmQ2YjcxYTA1XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY268_CR12,0,182,268_AL_.jpg","A schoolgirl and six of her classmates travel to her aunt's country home, which turns out to be haunted.",17600,97,151,Not Rated,88,"Comedy, Horror",September 1977 (USA),--,--,https://www.imdb.com/title/tt0076162/
Hellraiser,1987,7.0,"https://m.media-amazon.com/images/M/MV5BMTkyNzc4NjkwNV5BMl5BanBnXkFtZTgwNzI2Mjc1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",An unfaithful wife encounters the zombie of her dead lover; the demonic cenobites are pursuing him after he escaped their sadomasochistic underworld.,95107,382,261,R,94,"Horror, Thriller",18 September 1987 (USA),14575193,--,https://www.imdb.com/title/tt0093177/
Henry,1986,7.0,"https://m.media-amazon.com/images/M/MV5BM2VjMDkzMTUtMDZjZi00YzFlLWE2MzYtNjVhNTkwYzU0YmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg","Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",29224,216,163,Unrated,83,"Biography, Crime, Drama",7 September 1990 (USA),--,--,https://www.imdb.com/title/tt0099763/
Hereditary,2018,7.3,"https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",A grieving family is haunted by tragic and disturbing occurrences.,179648,2819,450,R,127,"Drama, Horror, Mystery",8 June 2018 (USA),44069456,79336821,https://www.imdb.com/title/tt7784604/
Hocus Pocus,1993,6.8,"https://m.media-amazon.com/images/M/MV5BMmQyYmY5ZTMtM2JkNi00NmM2LWE3ZmEtYWYzZmRkZDM0ZTdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",87043,184,55,PG,96,"Comedy, Family, Fantasy",16 July 1993 (USA),39514713,39514713,https://www.imdb.com/title/tt0107120/
Horror of Dracula,1958,7.3,"https://m.media-amazon.com/images/M/MV5BOGI5YTA5OTMtNDc1Yy00YTc2LTg2MDUtNjdiYzBkZmZkMzVlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Jonathan Harker begets the ire of Count Dracula after he accepts a job at the vampire's castle under false pretenses, forcing his colleague Dr. Van Helsing to destroy the predatory villain when he targets Harker's loved ones.",19217,207,109,Not Rated,82,Horror,16 June 1958 (UK),--,--,https://www.imdb.com/title/tt0051554/
Hotel Transylvania,2012,7.1,"https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",209114,209,271,PG,91,"Animation, Comedy, Family",28 September 2012 (USA),148313048,358375603,https://www.imdb.com/title/tt0837562/
Hounds of Love,2016,6.5,"https://m.media-amazon.com/images/M/MV5BMTk2Mjg3MzM5M15BMl5BanBnXkFtZTgwNTA4ODQ5MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",Vicki Maloney is randomly abducted from a suburban street by a disturbed couple. As she observes the dynamic between her captors she quickly realises she must drive a wedge between them if she is to survive.,8715,50,134,Not Rated,108,"Crime, Drama, Thriller",12 May 2017 (USA),--,--,https://www.imdb.com/title/tt3896738/
House of Usher,1960,7.0,"https://m.media-amazon.com/images/M/MV5BMjMyNDk3Mzg5OF5BMl5BanBnXkFtZTgwMDg5NTAxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg","Upon entering his fiancée's family mansion, a man discovers a savage family curse and fears that his future brother-in-law has entombed his bride-to-be prematurely.",10990,102,97,Not Rated,79,"Drama, Horror",23 September 1960 (Japan),--,--,https://www.imdb.com/title/tt0053925/
House of Wax,1953,7.1,"https://m.media-amazon.com/images/M/MV5BOWRhMTg1NjYtNDA5MS00NDJhLTgzZmQtZmY3NmRjNTExYWE3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg","An associate burns down a wax museum with the owner inside, but he survives only to become vengeful and murderous.",14964,132,72,GP,88,Horror,25 April 1953 (USA),--,--,https://www.imdb.com/title/tt0045888/
House on Haunted Hill,1959,6.9,"https://m.media-amazon.com/images/M/MV5BMmM4YzQxMmYtYTRjMy00MWFjLWFmY2YtZDBiYmI5ZjVlMWQxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg","A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",21028,239,100,Not Rated,75,"Horror, Mystery",17 February 1959 (USA),--,--,https://www.imdb.com/title/tt0051744/
Housebound,2014,6.8,"https://m.media-amazon.com/images/M/MV5BMTUxNTA5NTAzM15BMl5BanBnXkFtZTgwODE2NDkyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking.",30233,112,186,Not Rated,107,"Comedy, Horror, Mystery",4 September 2014 (New Zealand),--,--,https://www.imdb.com/title/tt3504048/
I Walked with a Zombie,1943,7.1,"https://m.media-amazon.com/images/M/MV5BZjQzMzliN2YtYTVhNC00Zjc4LThjMmYtMTE0ZGUzMWNmYzJlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.",10116,101,79,Approved,69,"Drama, Fantasy, Horror",30 April 1943 (USA),--,--,https://www.imdb.com/title/tt0036027/
Island of Lost Souls,1932,7.4,"https://m.media-amazon.com/images/M/MV5BODc3YjQ5MzctZTVlZC00YTY3LWFiZmUtNTJjNDQwYTY5ZDBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR10,0,182,268_AL_.jpg","An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations.",7541,109,111,Not Rated,70,"Horror, Sci-Fi",December 1932 (USA),--,--,https://www.imdb.com/title/tt0024188/
It Chapter Two,2019,6.8,"https://m.media-amazon.com/images/M/MV5BYTJlNjlkZTktNjEwOS00NzI5LTlkNDAtZmEwZDFmYmM2MjU2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",109086,1667,371,R,169,"Drama, Fantasy, Horror",6 September 2019 (USA),211296131,457396131,https://www.imdb.com/title/tt7349950/
It Comes at Night,2017,6.2,"https://m.media-amazon.com/images/M/MV5BMjQ3MDA0ODA2N15BMl5BanBnXkFtZTgwNzg0NzgwMjI@._V1_UX182_CR0,0,182,268_AL_.jpg","Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",72256,718,322,R,91,"Horror, Mystery",9 June 2017 (USA),13985117,19280931,https://www.imdb.com/title/tt4695012/
It's Alive,1974,5.8,"https://m.media-amazon.com/images/M/MV5BNGEyZDc1MzYtODY4Zi00Y2UzLWEwNmEtMzQxMGM0NzMyMzg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","The Davies expect a baby, which turns out to be a monster with a nasty habit of killing when it's scared. And it's easily scared.",6335,94,92,PG,91,Horror,October 1974 (USA),--,--,https://www.imdb.com/title/tt0071675/
Jacob's Ladder,1990,7.5,"https://m.media-amazon.com/images/M/MV5BYzQyZGQyZDEtZjI5Zi00NmI5LWI5NTctNDA4NjI5YWNjYjdjXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_UX182_CR0,0,182,268_AL_.jpg","Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",92595,384,128,R,113,"Drama, Horror, Mystery",2 November 1990 (USA),26118851,--,https://www.imdb.com/title/tt0099871/
Jaws,1975,8.0,"https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",519088,1145,282,PG,124,"Adventure, Drama, Thriller",20 June 1975 (USA),260000000,471203004,https://www.imdb.com/title/tt0073195/
Ju-on,2002,6.7,"https://m.media-amazon.com/images/M/MV5BYjNjMWNhZjctYmQzYS00M2ZmLWEzZTktZTJjZDI0NmM0MmMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",A mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.,38112,197,137,R,92,Horror,25 January 2003 (Japan),325680,3004709,https://www.imdb.com/title/tt0364385/
Kill List,2011,6.4,"https://m.media-amazon.com/images/M/MV5BNzM3NzU2NzUzMV5BMl5BanBnXkFtZTcwNjY2OTUxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg","Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",33699,245,267,Not Rated,95,"Crime, Drama, Horror",2 September 2011 (UK),29063,171760,https://www.imdb.com/title/tt1788391/
King Kong,1933,7.9,"https://m.media-amazon.com/images/M/MV5BZTY3YjYxZGQtMTM2YS00ZmYwLWFlM2QtOWFlMTU1NTAyZDQ2XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX182_CR0,0,182,268_AL_.jpg",A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,74947,486,159,Passed,100,"Adventure, Horror, Sci-Fi",7 April 1933 (USA),--,--,https://www.imdb.com/title/tt0024216/
Labyrinth,1986,7.4,"https://m.media-amazon.com/images/M/MV5BMjM2MDE4OTQwOV5BMl5BanBnXkFtZTgwNjgxMTg2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",Sixteen-year-old Sarah (Jennifer Connelly) is given thirteen hours to solve a labyrinth and rescue her baby brother Toby (Toby Froud) when her wish for him to be taken away is granted by the Goblin King Jareth (David Bowie).,116120,529,139,PG,101,"Adventure, Family, Fantasy",27 June 1986 (USA),13935204,--,https://www.imdb.com/title/tt0091369/
Lady in White,1988,6.6,"https://m.media-amazon.com/images/M/MV5BZGNmODBhYzAtNTQ1ZS00OGU2LTk5ZjQtMWNiYjAwNWI5YjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","An author tells the story of how, as a young boy growing up in a 1960s small town, he was haunted after witnessing the murder of a little girl.",5845,85,174,PG-13,113,"Fantasy, Horror, Mystery",22 April 1988 (USA),1705139,--,https://www.imdb.com/title/tt0095484/
Land of the Dead,2005,6.2,"https://m.media-amazon.com/images/M/MV5BNzU1MDI1NDM1NF5BMl5BanBnXkFtZTcwMzU5OTkyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","The living dead have taken over the world, and the last humans live in a walled city to protect themselves as they come to grips with the situation.",88230,670,269,R,93,"Horror, Sci-Fi, Thriller",24 June 2005 (USA),20700082,46770602,https://www.imdb.com/title/tt0418819/
Les yeux sans visage,1960,7.7,"https://m.media-amazon.com/images/M/MV5BNTU4MDRmOGQtZjM3MS00NTNhLTk3NzYtYjEyZmM4ODNhM2Q1XkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.",23754,147,125,Not Rated,90,"Drama, Horror",24 October 1962 (USA),--,--,https://www.imdb.com/title/tt0053459/
Let Me In,2010,7.1,"https://m.media-amazon.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.,108626,419,397,R,116,"Drama, Fantasy, Horror",1 October 2010 (USA),24145613,--,https://www.imdb.com/title/tt1228987/
Let the Right One In,2008,7.9,"https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",197564,570,492,R,114,"Drama, Horror, Romance",12 December 2008 (USA),11227336,--,https://www.imdb.com/title/tt1139797/
Lights Out,2016,6.3,"https://m.media-amazon.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",104623,344,317,PG-13,81,"Drama, Horror, Mystery",22 July 2016 (USA),67268835,148868835,https://www.imdb.com/title/tt4786282/
Little Monsters,1989,6.1,"https://m.media-amazon.com/images/M/MV5BM2VjOThmNjktNGE1ZS00NWY3LThlMzItOWEyZjMwOGI4ZDNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg",A boy discovers an incredible and gruesome world of monsters under his bed.,10431,57,10,PG,100,"Adventure, Comedy, Family",25 August 1989 (USA),793775,--,https://www.imdb.com/title/tt0097758/
Los ojos de Julia,2010,6.7,"https://m.media-amazon.com/images/M/MV5BMjAwMzQ4NDc0NF5BMl5BanBnXkFtZTcwODM5ODkwNQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.,30060,60,133,Not Rated,118,"Horror, Mystery, Thriller",29 October 2010 (Spain),--,--,https://www.imdb.com/title/tt1512685/
Mary and the Witch's Flower,2017,6.8,"https://m.media-amazon.com/images/M/MV5BNDVkYmFiNmQtMjc3Ni00YTY5LTk0NTAtZDc4YjZiZjU2YjNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UY268_CR0,0,182,268_AL_.jpg","Based on ""The Little Broomstick"" by Mary Stewart, a strange flower grants a girl magic powers.",9549,55,91,PG,103,"Animation, Adventure, Family",8 July 2017 (Japan),--,--,https://www.imdb.com/title/tt6336356/
Midsommar,2019,7.2,"https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_UX182_CR0,0,182,268_AL_.jpg",A couple travels to Sweden to visit a rural hometown's fabled mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,74144,1392,359,R,147,"Drama, Horror, Mystery",3 July 2019 (USA),27426361,41123770,https://www.imdb.com/title/tt8772262/
Misery,1990,7.8,"https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",169180,361,157,R,107,"Drama, Thriller",30 November 1990 (USA),61276872,61276872,https://www.imdb.com/title/tt0100157/
Monster House,2006,6.6,"https://m.media-amazon.com/images/M/MV5BMTIzNjE1NDg1N15BMl5BanBnXkFtZTcwOTg2NTMzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Three teens discover that their neighbor's house is really a living, breathing, scary monster.",92272,265,187,PG,91,"Animation, Adventure, Comedy",21 July 2006 (USA),73661010,140175006,https://www.imdb.com/title/tt0385880/
Motel Hell,1980,6.0,"https://m.media-amazon.com/images/M/MV5BYzU4MDlkNGYtYTcxMi00MjBiLWI3MGEtMWI0ZWU2ZDAyNTI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for.",9054,120,167,R,101,"Comedy, Horror, Thriller",24 October 1980 (USA),6342668,--,https://www.imdb.com/title/tt0081184/
Murder Party,2007,5.9,"https://m.media-amazon.com/images/M/MV5BMTUyMDgzMzI0M15BMl5BanBnXkFtZTcwNjU2MDU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity.",9428,84,56,Not Rated,79,"Comedy, Drama, Horror",January 2007 (USA),--,--,https://www.imdb.com/title/tt0878695/
Mute Witness,1995,6.7,"https://m.media-amazon.com/images/M/MV5BNTJkYWU2MjQtMGI4Ny00MGZjLWIzN2QtZDFmYWFkNDQ2NzJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",5048,63,49,R,95,"Crime, Thriller",15 September 1995 (USA),1125910,1125910,https://www.imdb.com/title/tt0110604/
Night of the Comet,1984,6.4,"https://m.media-amazon.com/images/M/MV5BOTQzZDVkMTctYTdlZi00MTc2LWJhMTEtM2VmZjY1MzFiYjI5L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists.",16992,182,149,PG-13,95,"Comedy, Horror, Sci-Fi",16 November 1984 (USA),14418922,--,https://www.imdb.com/title/tt0087799/
Night of the Demons,1988,6.2,"https://m.media-amazon.com/images/M/MV5BZjU2Y2VmMGYtN2Y3OC00OGMwLWFlYTMtOTRlMTE5NDgwODU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Ten teenagers party at an abandoned funeral parlor on Halloween night. When an evil force awakens, demonic spirits keep them from leaving and turn their gathering into a living Hell.",12201,157,112,R,90,"Comedy, Fantasy, Horror",14 October 1988 (USA),--,--,https://www.imdb.com/title/tt0093624/
Night of the Living Dead,1968,7.9,"https://m.media-amazon.com/images/M/MV5BYzI4NmVhNmItYzAzNC00ZTJmLWExMjAtMjBjN2VjYWVmMDQwXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UY268_CR5,0,182,268_AL_.jpg","A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",107947,629,231,Not Rated,96,Horror,4 October 1968 (USA),236452,236452,https://www.imdb.com/title/tt0063350/
