title,year,rating,movie_poster_str,movie_summary,user_rating_count,user_review_count,critic_review_count,movie_mpaa_rating,movie_runtime,movie_genres,movie_release_date,box_office_gross_domestic,box_office_gross_intl,url
The Devil's Candy,2015,6.4,"https://m.media-amazon.com/images/M/MV5BNTQzOTIxNTA5OV5BMl5BanBnXkFtZTgwODc3NzQ1MTI@._V1_UX182_CR0,0,182,268_AL_.jpg","A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.",15017,115,138,Not Rated,79,"Drama, Horror, Thriller",17 March 2017 (USA),--,--,https://www.imdb.com/title/tt4935372/
The Endless,2017,6.5,"https://m.media-amazon.com/images/M/MV5BNjA5OTI1MjgwMl5BMl5BanBnXkFtZTgwMDU2NzY2NDM@._V1_UX182_CR0,0,182,268_AL_.jpg","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",24610,207,152,Not Rated,100,"Fantasy, Horror, Sci-Fi",6 April 2018 (USA),--,--,https://www.imdb.com/title/tt3986820/
The Evil Dead,1981,7.5,"https://m.media-amazon.com/images/M/MV5BODc2MmVjZmUtNjAzMS00MDNiLWIyM2YtOGEzMjg0YjRhMzRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",174186,799,349,NC-17,85,Horror,15 April 1983 (USA),--,--,https://www.imdb.com/title/tt0083907/
The Exorcist,1973,8.0,"https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",341769,1182,275,R,122,Horror,26 December 1973 (USA),232906145,441306145,https://www.imdb.com/title/tt0070047/
The Fury,1978,6.4,"https://m.media-amazon.com/images/M/MV5BNWUwNzYxYWEtYzM4OS00MTg0LWIwZjktMzc3MWUyZTQ0MjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A former CIA agent uses the talents of a young psychic to help retrieve his telekinetic son from terrorists, who want to use his mental powers for evil.",12472,127,127,R,118,"Horror, Sci-Fi",10 March 1978 (USA),--,--,https://www.imdb.com/title/tt0077588/
The Girl with All the Gifts,2016,6.6,"https://m.media-amazon.com/images/M/MV5BMjQ0NzA4NDcxM15BMl5BanBnXkFtZTgwMTk1NjUzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,48686,230,256,R,111,"Drama, Horror, Sci-Fi",26 January 2017 (USA),--,--,https://www.imdb.com/title/tt4547056/
The Guest,2014,6.7,"https://m.media-amazon.com/images/M/MV5BOTQyODc5MTAwM15BMl5BanBnXkFtZTgwNjMwMjA1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",83732,311,301,R,100,"Action, Comedy, Crime",5 September 2014 (UK),332890,2700051,https://www.imdb.com/title/tt2980592/
The Haunted Mansion,2003,5.0,"https://m.media-amazon.com/images/M/MV5BMTA3NDUwNzAxNzZeQTJeQWpwZ15BbWU3MDQyMTUwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.",39247,185,130,PG,--,"Comedy, Family, Fantasy",26 November 2003 (USA),75847266,182290266,https://www.imdb.com/title/tt0338094/
The Haunting in Connecticut,2009,5.9,"https://m.media-amazon.com/images/M/MV5BMjE0NDU1NzY0OV5BMl5BanBnXkFtZTcwOTY4NTczMg@@._V1_UX182_CR0,0,182,268_AL_.jpg","After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history.",57203,202,167,PG-13,92,"Drama, Horror, Mystery",27 March 2009 (USA),55389516,99279998,https://www.imdb.com/title/tt0492044/
The Howling,1981,6.6,"https://m.media-amazon.com/images/M/MV5BZTcwZmIyNjAtMWM4Yy00YzE1LTk5YzQtNjVlY2IxNzMwNzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",28770,224,133,R,91,Horror,10 April 1981 (USA),--,--,https://www.imdb.com/title/tt0082533/
The Innocents,1961,7.8,"https://m.media-amazon.com/images/M/MV5BNGQyNjBjNTUtNTM1OS00YzcyLWFhNTgtNTU0MDg3NzBlMDQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL_.jpg",A young governess for two children becomes convinced that the house and grounds are haunted.,24353,218,117,Not Rated,100,Horror,15 December 1961 (USA),--,--,https://www.imdb.com/title/tt0055018/
The Invisible Man,1933,7.7,"https://m.media-amazon.com/images/M/MV5BYzMxOTI2MWUtMjFhNy00NzBiLThkMTItMmRiMDZkYWI5NDAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",27042,185,100,Not Rated,71,"Horror, Sci-Fi",13 November 1933 (USA),--,--,https://www.imdb.com/title/tt0024184/
The Invitation,2015,6.6,"https://m.media-amazon.com/images/M/MV5BMTkzODMwNDkzOF5BMl5BanBnXkFtZTgwNDA4NzA1ODE@._V1_UY268_CR1,0,182,268_AL_.jpg","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",75680,366,229,Not Rated,100,"Drama, Horror, Mystery",8 April 2016 (USA),--,--,https://www.imdb.com/title/tt2400463/
The Last Exorcism,2010,5.6,"https://m.media-amazon.com/images/M/MV5BNDc4Mjk2MjA0NF5BMl5BanBnXkFtZTcwMzMyNjQ3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,46460,318,314,PG-13,87,"Horror, Mystery, Thriller",27 August 2010 (USA),41034350,67738090,https://www.imdb.com/title/tt1320244/
The Little Vampire,2000,5.7,"https://m.media-amazon.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_UX182_CR0,0,182,268_AL_.jpg","A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",9012,40,38,PG,95,"Adventure, Comedy, Family",27 October 2000 (USA),13572400,27965865,https://www.imdb.com/title/tt0192255/
The Lord of the Rings,2001,8.8,"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX182_CR0,0,182,268_AL_.jpg",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,1546409,5209,329,PG-13,178,"Adventure, Drama, Fantasy",19 December 2001 (USA),315544750,872491916,https://www.imdb.com/title/tt0120737/
The Lost Boys,1987,7.3,"https://m.media-amazon.com/images/M/MV5BMWEzNmUxZTMtZjY0My00OGNmLWIyNDctODM2YzZjM2YwZWEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg","After moving to a new town, two brothers discover that the area is a haven for vampires.",114721,378,172,R,97,"Comedy, Horror",31 July 1987 (USA),32222567,--,https://www.imdb.com/title/tt0093437/
The Love Witch,2016,6.2,"https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",10258,101,166,Unrated,120,"Comedy, Horror, Romance",10 March 2017 (UK),246218,--,https://www.imdb.com/title/tt3908142/
The Mist,2007,7.1,"https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg","A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",265847,1160,356,R,126,"Horror, Sci-Fi",21 November 2007 (USA),57293715,--,https://www.imdb.com/title/tt0884328/
The Monster Squad,1987,7.1,"https://m.media-amazon.com/images/M/MV5BOTk2OTFlYmQtYzVkNy00ZjM5LThkOGMtOTg0Y2JmZGYwOWY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.,25795,168,104,PG-13,79,"Action, Comedy, Fantasy",14 August 1987 (USA),3769990,--,https://www.imdb.com/title/tt0093560/
The Mummy,1932,7.1,"https://m.media-amazon.com/images/M/MV5BMjEyNTIzNzcyMV5BMl5BanBnXkFtZTgwOTgwODY2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",A resurrected Egyptian mummy stalks a beautiful woman he believes to be the reincarnation of his lover and bride.,21392,189,119,Approved,73,"Fantasy, Horror",22 December 1932 (USA),--,--,https://www.imdb.com/title/tt0023245/
The Neon Demon,2016,6.2,"https://m.media-amazon.com/images/M/MV5BNTAyOTkxNTQ3NV5BMl5BanBnXkFtZTgwMjQ1NzQxOTE@._V1_UX182_CR0,0,182,268_AL_.jpg","An aspiring model, Jesse, is new to Los Angeles. However, her beauty and youth, which generate intense fascination and jealousy within the fashion industry, may prove themselves sinister.",75467,384,489,R,117,"Horror, Thriller",24 June 2016 (USA),1333124,3377430,https://www.imdb.com/title/tt1974419/
The Night of the Hunter,1955,8.0,"https://m.media-amazon.com/images/M/MV5BYTNjN2M2MzYtZGEwMi00Mzc5LWEwYTMtODM1ZmRiZjFiNTU0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg","A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid $10,000 he'd stolen in a robbery.",76641,442,204,Not Rated,92,"Crime, Drama, Film-Noir",24 November 1955 (Argentina),--,--,https://www.imdb.com/title/tt0048424/
The Nightmare Before Christmas,1993,8.0,"https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",274016,496,232,PG,76,"Animation, Family, Fantasy",29 October 1993 (USA),75082668,88170974,https://www.imdb.com/title/tt0107688/
The Omen,1976,7.5,"https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,100425,342,181,R,111,Horror,25 June 1976 (USA),60922980,--,https://www.imdb.com/title/tt0075005/
The Orphanage,2007,7.4,"https://m.media-amazon.com/images/M/MV5BYjJiMjE1ODUtOWEwOS00N2YyLWE4YmQtOWNmZTA2Y2I4OWVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.",140130,330,311,R,105,"Drama, Horror, Mystery",11 January 2008 (USA),7161284,78638987,https://www.imdb.com/title/tt0464141/
The Others,2001,7.6,"https://m.media-amazon.com/images/M/MV5BMTAxMDE4Mzc3ODNeQTJeQWpwZ15BbWU4MDY2Mjg4MDcx._V1_UY268_CR0,0,182,268_AL_.jpg",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,319252,1129,253,PG-13,101,"Horror, Mystery, Thriller",10 August 2001 (USA),96522687,209947037,https://www.imdb.com/title/tt0230600/
The Perfection,2018,6.1,"https://m.media-amazon.com/images/M/MV5BMTA3NzkzMDUxODBeQTJeQWpwZ15BbWU4MDM0ODc5ODcz._V1_UX182_CR0,0,182,268_AL_.jpg","When troubled musical prodigy Charlotte (Allison Williams) seeks out Elizabeth (Logan Browning), the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",25137,480,104,TV-MA,90,"Drama, Horror, Thriller",24 May 2019 (USA),--,--,https://www.imdb.com/title/tt7772580/
The Phantom of the Opera,1925,7.6,"https://m.media-amazon.com/images/M/MV5BNDk4MDM1NTI5MV5BMl5BanBnXkFtZTgwMDkyMDc2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg","A mad, disfigured composer seeks love with a lovely young opera singer.",15467,148,116,Passed,93,Horror,15 November 1925 (USA),--,--,https://www.imdb.com/title/tt0016220/
The Purge,2013,5.7,"https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",188492,688,366,R,85,"Horror, Thriller",7 June 2013 (USA),64473115,89328627,https://www.imdb.com/title/tt2184339/
The Rocky Horror Picture Show,1975,7.4,"https://m.media-amazon.com/images/M/MV5BOGIzYjM3YzMtMjk5ZS00NDY2LTllMjEtNjYwZjhmMDNhMDBkXkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_UX182_CR0,0,182,268_AL_.jpg",A newly engaged couple have a breakdown in an isolated area and must pay a call to the bizarre residence of Dr. Frank-N-Furter.,124380,538,132,R,100,"Comedy, Musical",31 August 1975 (Italy),113105321,--,https://www.imdb.com/title/tt0073629/
The Shallows,2016,6.3,"https://m.media-amazon.com/images/M/MV5BMjA1MTA4MzU4Ml5BMl5BanBnXkFtZTgwNjUxNjczODE@._V1_UX182_CR0,0,182,268_AL_.jpg","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",110980,489,401,PG-13,86,"Drama, Horror, Thriller",24 June 2016 (USA),55124043,119100758,https://www.imdb.com/title/tt4052882/
The Shining,1980,8.4,"https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",810156,1610,332,R,144,"Drama, Horror",13 June 1980 (USA),44781695,45654715,https://www.imdb.com/title/tt0081505/
The Silence of the Lambs,1991,8.6,"https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",1167599,1136,206,R,118,"Crime, Drama, Thriller",14 February 1991 (USA),130742922,272753884,https://www.imdb.com/title/tt0102926/
The Sixth Sense,1999,8.1,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",A boy who communicates with spirits seeks the help of a disheartened child psychologist.,860631,2168,261,PG-13,107,"Drama, Mystery, Thriller",6 August 1999 (USA),672806292,--,https://www.imdb.com/title/tt0167404/
The Strangers,2008,6.2,"https://m.media-amazon.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,112178,782,305,R,86,"Horror, Mystery, Thriller",30 May 2008 (USA),52597610,82391145,https://www.imdb.com/title/tt0482606/
The Tenant,1976,7.7,"https://m.media-amazon.com/images/M/MV5BYmVhMDQ1YWUtYjgxOS00NzYyLWI0ZGItNTg3ZjM0MmQ4NmIwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY268_CR10,0,182,268_AL_.jpg",A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,35371,157,92,R,126,"Drama, Thriller",26 May 1976 (France),--,--,https://www.imdb.com/title/tt0074811/
The Thing,1982,8.1,"https://m.media-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,341210,1046,337,R,109,"Horror, Mystery, Sci-Fi",25 June 1982 (USA),19629760,--,https://www.imdb.com/title/tt0084787/
The VVitch,2015,6.8,"https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","A family in 1630s New England is torn apart by the forces of witchcraft, black magic, and possession.",165986,858,542,R,92,"Drama, Horror, Mystery",19 February 2016 (USA),25138705,40423945,https://www.imdb.com/title/tt4263482/
The Wailing,2016,7.4,"https://m.media-amazon.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg","Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.",38379,146,215,Not Rated,156,"Horror, Mystery, Thriller",3 June 2016 (USA),786633,49851770,https://www.imdb.com/title/tt5215952/
The Watcher in the Woods,1980,6.3,"https://m.media-amazon.com/images/M/MV5BMTcwZjU4M2QtZTVlNy00NzY1LWEwZjEtYjFhODZmYTk5N2Q2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past.",5048,91,33,PG,84,"Family, Horror, Mystery",9 October 1981 (USA),--,--,https://www.imdb.com/title/tt0081738/
The Wicker Man,1973,7.5,"https://m.media-amazon.com/images/M/MV5BOWIzY2QyNDQtOWI3Ni00MjEwLTlhYTgtZTgyMThiY2JkMTY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",A Police Sergeant is sent to a Scottish island village in search of a missing girl who the townsfolk claim never existed. Stranger still are the rites that take place there.,61752,492,163,R,88,"Horror, Mystery, Thriller",7 August 1974 (USA),60891,98201,https://www.imdb.com/title/tt0070917/
The Witches,1990,6.8,"https://m.media-amazon.com/images/M/MV5BMjI1MDg5NzAyMV5BMl5BanBnXkFtZTgwNzU5Mzk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.",33189,98,57,PG,91,"Adventure, Comedy, Family",24 August 1990 (USA),--,--,https://www.imdb.com/title/tt0100944/
The Wolf Man,1941,7.3,"https://m.media-amazon.com/images/M/MV5BODRmMDBjMTYtZmJiZi00Mzk3LWFhZDAtMDExNDFhMWQzNzEyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX182_CR0,0,182,268_AL_.jpg","A practical man returns to his homeland, is attacked by a creature of folklore, and infected with a horrific disease his disciplined mind tells him can not possibly exist.",21648,212,111,Not Rated,70,Horror,12 December 1941 (USA),--,--,https://www.imdb.com/title/tt0034398/
The Worst Witch,1986,7.1,"https://m.media-amazon.com/images/M/MV5BMjE5MTk5OTI5MF5BMl5BanBnXkFtZTcwNjE5NzYyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg","Mildred is one of the young girls at a prestigious witch academy. She can't seem to do anything right and is picked on by classmates and teachers. The headmistress of the school, Miss ...
                    See full summary »",2353,29,8,G,70,"Comedy, Family, Fantasy",31 October 1986,--,--,https://www.imdb.com/title/tt0092239/
Theater of Blood,1973,7.2,"https://m.media-amazon.com/images/M/MV5BMTQwODcwNTIyNl5BMl5BanBnXkFtZTcwOTUyMTM4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",A Shakespearean actor takes poetic revenge on the critics who denied him recognition.,8564,138,72,R,104,"Comedy, Drama, Horror",5 April 1973 (USA),--,--,https://www.imdb.com/title/tt0070791/
Thirst,2009,7.1,"https://m.media-amazon.com/images/M/MV5BNDgwODY0MjM3OV5BMl5BanBnXkFtZTcwNzk3MTY2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg","Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways.",38994,105,257,R,135,"Drama, Horror, Romance",30 April 2009 (South Korea),13085023,--,https://www.imdb.com/title/tt0762073/
Tigers Are Not Afraid,2017,7.1,"https://m.media-amazon.com/images/M/MV5BMTMyN2Q5ODYtMWI3OC00NjBjLWIyYTItNGE5NGJiYzI4NjNjXkEyXkFqcGdeQXVyNDc3MzM3MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",A dark fairy tale about a gang of five children trying to survive the horrific violence of the cartels and the ghosts created every day by the drug war.,2172,30,89,Not Rated,83,"Fantasy, Horror, Mystery",2 November 2017 (Mexico),576598,--,https://www.imdb.com/title/tt4823434/
Tremors,1990,7.1,"https://m.media-amazon.com/images/M/MV5BMTEzNjkwMzIyMjZeQTJeQWpwZ15BbWU4MDI2NTU5ODYx._V1_UX182_CR0,0,182,268_AL_.jpg",Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,110507,277,163,PG-13,96,"Comedy, Horror",19 January 1990 (USA),16667084,16667084,https://www.imdb.com/title/tt0100814/
Trick 'r Treat,2007,6.8,"https://m.media-amazon.com/images/M/MV5BYmIyY2E5YjMtZDA3NC00MmIzLWFkZmItNzVlODllZWNlZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg","Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater.",76078,303,226,R,82,"Comedy, Horror",9 December 2007 (USA),--,--,https://www.imdb.com/title/tt0862856/
Tucker and Dale vs Evil,2010,7.5,"https://m.media-amazon.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,156742,276,338,R,89,"Comedy, Horror",9 December 2010 (Kazakhstan),4749516,--,https://www.imdb.com/title/tt1465522/
Twilight,2008,5.2,"https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg","Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",401048,1607,351,PG-13,122,"Drama, Fantasy, Romance",21 November 2008 (USA),193962473,393853583,https://www.imdb.com/title/tt1099212/
Twitches,2005,5.7,"https://m.media-amazon.com/images/M/MV5BMTMzMzEwNTA1NV5BMl5BanBnXkFtZTcwNTY4MzMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","Two teen witches who were separated at birth and were adopted by two different families meet on their 21st birthday and must use their powers to save the world in which they were born, where their birth mother still lives.",6445,38,7,TV-PG,86,"Comedy, Drama, Family",14 October 2005,--,--,https://www.imdb.com/title/tt0467421/
Under Wraps,1997,6.5,"https://m.media-amazon.com/images/M/MV5BODA1NDI1NjAzNl5BMl5BanBnXkFtZTcwODQ5MDQ1Mw@@._V1_UY268_CR43,0,182,268_AL_.jpg","Three curious teenagers and one very confused mummy collaborate through some risky adventures, with a race against time to reunite Harold with his better half of 4,500 years, Amy.",2310,7,3,G,95,"Comedy, Family, Horror",25 October 1997,--,--,https://www.imdb.com/title/tt0128801/
Under the Shadow,2016,6.9,"https://m.media-amazon.com/images/M/MV5BMjIwMjQwMDU2OV5BMl5BanBnXkFtZTgwNzMwMDg2OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","As a mother and daughter struggle to cope with the terrors of the post-revolution, war-torn Tehran of the 1980s, a mysterious evil begins to haunt their home.",19918,92,172,PG-13,84,"Drama, Horror, Thriller",7 October 2016 (USA),--,--,https://www.imdb.com/title/tt4273292/
Us,2019,6.9,"https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,158318,2648,491,R,116,"Horror, Mystery, Thriller",22 March 2019 (USA),175005930,255105930,https://www.imdb.com/title/tt6857112/
Vampyr,1932,7.6,"https://m.media-amazon.com/images/M/MV5BMmNmOTg4MDYtZDZjYy00NjNkLTkxMjQtNWM5YjVmODYyZGE4XkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",A drifter obsessed with the supernatural stumbles upon an inn where a severely ill adolescent girl is slowly becoming a vampire.,14302,112,138,Not Rated,83,"Fantasy, Horror",14 August 1934 (USA),--,--,https://www.imdb.com/title/tt0023649/
Videodrome,1983,7.3,"https://m.media-amazon.com/images/M/MV5BNzdlNDk0YTMtNWJjOS00NzhlLThiOTAtZDUyOWNkNDQ2NmU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","When he acquires a different kind of show for his station, a sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a terrifying new reality.",76712,254,177,R,87,"Horror, Sci-Fi, Thriller",4 February 1983 (USA),2120439,--,https://www.imdb.com/title/tt0086541/
Village of the Damned,1960,7.3,"https://m.media-amazon.com/images/M/MV5BMGE5MzM4NDItZTgwNy00MDBjLWI2ODQtNzVjMzBhMjVhMjkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg","In the English village of Midwich, the blonde-haired, glowing-eyed children of uncertain paternity prove to have frightening powers.",13776,112,75,Not Rated,77,"Horror, Sci-Fi",7 December 1960 (USA),--,--,https://www.imdb.com/title/tt0054443/
Wallace ,2005,7.4,"https://m.media-amazon.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg","Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.",118141,321,210,G,85,"Animation, Adventure, Comedy",7 October 2005 (USA),192614977,--,https://www.imdb.com/title/tt0312004/
